id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_36876,60,retired,married,secondary,no,32949,no,no,unknown,29,may,362,2,,0,unknown,0
id_23235,30,admin.,married,secondary,no,2228,yes,no,unknown,21,may,714,1,,0,unknown,0
id_22261,41,entrepreneur,married,tertiary,no,1570,yes,no,cellular,19,nov,173,3,,0,unknown,0
id_25496,43,technician,married,secondary,no,-372,yes,no,cellular,17,apr,193,3,,0,unknown,0
id_3547,39,blue-collar,married,primary,no,406,yes,no,cellular,8,may,327,2,338,1,success,0
id_16166,43,blue-collar,married,secondary,no,1238,yes,no,cellular,11,may,918,3,,0,unknown,1
id_24921,32,management,single,tertiary,no,14,yes,no,unknown,27,may,219,2,,0,unknown,0
id_43672,42,management,married,tertiary,no,765,no,no,cellular,7,aug,239,3,,0,unknown,0
id_35185,32,blue-collar,married,secondary,no,2929,yes,no,unknown,20,jun,71,25,,0,unknown,0
id_16731,47,technician,married,tertiary,no,438,yes,no,cellular,8,may,229,2,,0,unknown,0
id_39954,31,blue-collar,married,primary,no,1221,yes,no,cellular,20,apr,161,2,328,3,failure,0
id_17426,53,blue-collar,single,secondary,no,931,yes,no,unknown,27,may,238,16,,0,unknown,0
id_3501,41,blue-collar,divorced,primary,no,1566,yes,no,unknown,15,may,118,1,,0,unknown,0
id_23109,58,management,married,tertiary,no,24494,no,no,cellular,21,nov,179,5,,0,unknown,0
id_26730,55,blue-collar,married,secondary,no,4381,no,no,telephone,19,aug,231,7,,0,unknown,0
id_37138,32,technician,married,secondary,no,137,no,yes,cellular,8,jul,1026,2,,0,unknown,0
id_7474,60,retired,married,primary,no,53,no,no,cellular,4,jun,199,1,,0,unknown,0
id_32170,39,technician,married,secondary,no,3,yes,no,cellular,11,jul,908,2,,0,unknown,0
id_15904,34,management,single,tertiary,no,5945,no,no,cellular,28,aug,84,8,,0,unknown,0
id_27326,31,services,single,secondary,no,8135,yes,no,unknown,20,may,137,1,,0,unknown,0
id_38910,44,blue-collar,married,secondary,no,4857,yes,no,cellular,10,aug,1533,1,397,1,failure,0
id_31573,,management,married,tertiary,no,-470,yes,no,unknown,16,jun,190,12,,0,unknown,0
id_37548,34,unemployed,single,tertiary,no,9015,yes,no,unknown,11,jun,969,3,,0,unknown,0
id_43608,34,management,divorced,tertiary,no,506,yes,no,cellular,6,may,218,1,,0,unknown,0
id_29414,34,technician,married,secondary,no,-167,yes,yes,cellular,8,aug,500,2,,0,unknown,0
id_22500,40,technician,single,secondary,no,617,yes,no,unknown,20,may,126,1,,0,unknown,0
id_25890,28,blue-collar,married,secondary,no,300,yes,no,unknown,4,jun,166,1,,0,unknown,0
id_13129,35,admin.,married,secondary,no,1295,yes,no,cellular,15,may,228,9,373,2,failure,0
id_28685,48,services,married,secondary,no,1137,no,no,unknown,18,jun,47,2,,0,unknown,0
id_17797,20,blue-collar,single,secondary,no,1693,yes,yes,unknown,30,may,177,3,,0,unknown,0
id_36721,40,self-employed,married,secondary,no,-15,no,no,unknown,2,jun,117,7,,0,unknown,0
id_40423,66,entrepreneur,married,tertiary,no,2333,no,no,telephone,9,feb,296,1,92,1,success,1
id_38047,50,housemaid,married,secondary,no,0,no,no,cellular,28,jul,344,5,,0,unknown,0
id_4296,51,management,married,tertiary,no,-5,yes,no,cellular,18,nov,100,1,,0,unknown,0
id_14539,26,admin.,single,secondary,no,204,yes,no,cellular,18,may,271,1,,0,unknown,0
id_30910,38,management,single,tertiary,no,2031,no,yes,cellular,20,nov,747,1,,0,unknown,1
id_4378,32,student,single,unknown,no,2342,no,no,cellular,18,dec,194,2,,0,unknown,0
id_24455,36,services,married,secondary,no,30,yes,yes,cellular,31,jul,256,3,,0,unknown,0
id_1174,47,management,married,tertiary,no,4875,no,no,cellular,31,jul,210,3,,0,unknown,0
id_7949,37,blue-collar,married,primary,no,1382,yes,no,unknown,27,may,254,2,,0,unknown,0
id_41357,31,admin.,married,secondary,no,34,yes,yes,cellular,22,jul,171,1,,0,unknown,0
id_30879,56,blue-collar,married,primary,no,190,yes,no,cellular,23,jul,169,2,,0,unknown,0
id_15497,36,management,married,primary,no,4,no,no,unknown,11,jun,300,7,,0,unknown,0
id_45170,40,technician,single,tertiary,no,2629,no,no,cellular,29,jul,2509,2,,0,unknown,1
id_21747,26,services,married,secondary,no,70,no,yes,cellular,10,jul,412,4,,0,unknown,0
id_20720,39,blue-collar,married,secondary,no,356,yes,yes,unknown,7,may,598,1,,0,unknown,0
id_15466,58,retired,married,primary,no,2860,no,no,cellular,13,nov,250,1,,0,unknown,0
id_29180,51,management,married,tertiary,no,10,no,no,cellular,30,jan,180,,2,2,other,0
id_6311,37,self-employed,divorced,tertiary,no,1357,yes,no,unknown,23,may,735,2,,0,unknown,1
id_7808,47,management,divorced,tertiary,no,1270,yes,no,cellular,4,may,25,3,,0,unknown,0
id_19263,37,student,single,secondary,no,408,yes,no,unknown,12,jun,53,1,,0,unknown,0
id_14330,37,blue-collar,single,secondary,no,261,no,no,cellular,11,jul,126,2,,0,unknown,0
id_14845,44,blue-collar,married,primary,no,330,yes,no,cellular,7,may,65,1,,0,unknown,0
id_34842,35,admin.,married,secondary,no,-1,no,yes,cellular,6,feb,214,5,,0,unknown,0
id_29559,57,retired,married,tertiary,no,1300,no,no,cellular,11,aug,846,11,,0,unknown,0
id_9164,31,admin.,married,secondary,no,-42,yes,no,cellular,17,jul,99,1,,0,unknown,0
id_27591,,technician,divorced,secondary,no,-2,yes,yes,cellular,18,aug,356,16,,0,unknown,0
id_40571,28,technician,single,secondary,no,25,no,no,cellular,28,aug,125,2,,0,unknown,0
id_25073,49,unemployed,married,primary,no,211,no,no,unknown,16,jun,230,2,,0,unknown,0
id_13159,33,student,single,tertiary,no,116,yes,no,telephone,18,jul,31,1,,0,unknown,0
id_18123,56,blue-collar,single,primary,no,535,no,yes,cellular,11,jul,158,1,,0,unknown,0
id_4280,54,management,married,tertiary,no,4778,no,yes,unknown,20,jun,0,3,,0,unknown,0
id_36733,28,management,married,tertiary,no,901,no,no,cellular,17,jul,277,2,,0,unknown,0
id_24250,32,technician,single,secondary,no,701,yes,no,cellular,12,aug,68,2,,0,unknown,0
id_14466,52,self-employed,married,unknown,no,-82,yes,no,unknown,6,may,111,1,,0,unknown,0
id_22692,51,management,married,tertiary,no,-2,no,no,cellular,19,nov,229,3,,0,unknown,0
id_29224,34,unknown,married,secondary,no,1431,no,no,cellular,21,nov,44,2,,0,unknown,0
id_41757,40,blue-collar,married,primary,no,489,yes,no,unknown,7,may,532,2,,0,unknown,0
id_115,40,services,married,primary,no,2571,yes,no,cellular,14,may,92,1,360,2,failure,0
id_34823,32,blue-collar,single,primary,no,13,no,no,cellular,18,may,310,4,360,3,other,0
id_35923,34,admin.,married,secondary,no,3816,yes,no,cellular,11,jul,280,2,,0,unknown,0
id_18892,27,admin.,single,tertiary,no,417,yes,no,cellular,7,may,96,1,363,1,failure,0
id_17536,34,services,divorced,secondary,no,48,no,no,unknown,9,jun,136,1,,0,unknown,0
id_36599,,services,married,secondary,no,55,yes,yes,unknown,16,may,315,1,,0,unknown,0
id_31986,29,entrepreneur,divorced,secondary,no,155,yes,no,cellular,23,jul,122,4,,0,unknown,0
id_34938,42,management,married,tertiary,no,161,no,no,telephone,30,apr,705,2,,0,unknown,1
id_12890,42,management,married,tertiary,no,386,no,no,cellular,20,apr,180,3,327,2,failure,0
id_15615,48,blue-collar,married,primary,no,1,yes,no,cellular,11,may,490,3,339,2,failure,0
id_44479,47,technician,married,secondary,no,2248,yes,no,cellular,10,jul,324,1,,0,unknown,0
id_16059,26,management,single,tertiary,no,961,no,no,cellular,25,may,910,2,,0,unknown,1
id_40713,49,services,married,secondary,no,1543,no,no,cellular,28,aug,44,8,,0,unknown,0
id_25291,40,management,,primary,no,371,no,no,telephone,31,jul,69,2,,0,unknown,0
id_3230,39,blue-collar,married,primary,no,2122,yes,no,cellular,15,may,635,3,175,4,failure,1
id_11033,47,housemaid,married,primary,no,379,no,no,cellular,17,jul,407,2,,0,unknown,0
id_14323,55,services,married,secondary,no,638,yes,no,cellular,30,jan,27,1,2,3,other,0
id_31613,41,retired,divorced,primary,no,2086,yes,no,unknown,28,may,139,1,,0,unknown,0
id_39569,48,blue-collar,married,secondary,no,186,yes,no,telephone,10,jul,58,1,,0,unknown,0
id_37779,53,self-employed,married,tertiary,no,366,no,no,telephone,31,jul,24,4,,0,unknown,0
id_34090,36,technician,divorced,primary,no,-130,yes,no,cellular,5,may,311,1,,0,unknown,0
id_12768,52,management,,secondary,no,3,no,no,unknown,3,jul,19,1,,0,unknown,0
id_8380,32,management,single,tertiary,no,1124,yes,no,cellular,29,jan,204,2,239,1,other,0
id_16187,37,entrepreneur,married,secondary,no,24,yes,no,unknown,20,may,74,1,,0,unknown,0
id_817,33,blue-collar,married,primary,no,1418,yes,no,cellular,20,nov,74,1,,0,unknown,0
id_20030,25,technician,single,secondary,no,940,yes,no,cellular,24,jul,548,4,,0,unknown,0
id_40633,45,blue-collar,married,secondary,no,1778,yes,no,unknown,29,may,63,5,,0,unknown,0
id_37613,29,services,single,secondary,no,4,yes,no,cellular,5,may,52,1,,0,unknown,0
id_44203,24,blue-collar,single,secondary,no,380,no,no,cellular,27,may,93,1,,0,unknown,0
id_15122,44,blue-collar,married,primary,no,93,yes,no,unknown,9,may,225,3,,0,unknown,0
id_505,40,services,single,tertiary,no,1219,yes,no,cellular,2,feb,251,1,242,2,failure,0
id_15957,56,services,married,secondary,no,0,no,no,unknown,7,may,832,1,,0,unknown,0
id_3915,26,blue-collar,single,secondary,no,1012,yes,no,cellular,20,apr,192,3,,0,unknown,0
id_4738,35,admin.,married,secondary,no,2376,yes,no,cellular,9,feb,261,2,92,3,success,1
id_4121,34,management,single,tertiary,no,146,yes,no,cellular,20,apr,0,4,,0,unknown,0
id_37946,44,technician,divorced,secondary,no,416,yes,yes,unknown,6,jun,65,2,,0,unknown,0
id_11358,49,management,divorced,tertiary,no,93,no,no,cellular,19,aug,137,1,,0,unknown,0
id_13708,28,management,single,tertiary,no,341,no,yes,cellular,7,jul,547,1,,0,unknown,0
id_30488,44,technician,single,secondary,no,194,yes,no,cellular,6,feb,392,3,,0,unknown,0
id_4163,35,self-employed,married,tertiary,no,1102,no,no,cellular,5,feb,123,5,,0,unknown,0
id_9009,33,management,divorced,tertiary,no,60,no,no,cellular,13,aug,510,2,,0,unknown,1
id_24946,38,unemployed,married,secondary,no,-4,yes,yes,cellular,5,may,388,1,,0,unknown,0
id_23732,38,technician,single,secondary,no,95,yes,no,cellular,20,apr,266,1,,0,unknown,0
id_31490,59,management,married,tertiary,no,5952,no,no,cellular,3,feb,559,1,,0,unknown,0
id_38678,57,services,married,secondary,no,948,yes,yes,cellular,6,aug,112,3,,0,unknown,0
id_35527,34,management,married,tertiary,no,1477,yes,no,cellular,20,apr,9,6,322,4,other,0
id_10181,54,management,married,tertiary,no,0,no,yes,cellular,19,nov,289,3,,0,unknown,0
id_22214,40,services,married,secondary,no,1,no,no,unknown,5,jun,248,1,,0,unknown,0
id_16597,32,management,single,tertiary,no,348,yes,no,cellular,18,may,210,1,264,6,failure,0
id_10304,50,unemployed,married,secondary,no,1054,no,no,cellular,25,aug,269,4,,0,unknown,0
id_43722,35,management,married,tertiary,no,1815,no,no,cellular,21,nov,66,1,,0,unknown,0
id_268,32,admin.,single,secondary,no,1583,no,no,unknown,23,may,337,3,,0,unknown,0
id_21919,31,blue-collar,married,secondary,no,-80,yes,no,cellular,29,jan,356,2,,0,unknown,0
id_42313,38,technician,married,secondary,no,1453,no,no,cellular,30,apr,298,1,,0,unknown,1
id_22117,44,services,married,secondary,no,149,yes,no,telephone,14,may,342,5,372,1,other,0
id_27096,31,admin.,single,tertiary,no,239,yes,no,cellular,18,may,519,1,,0,unknown,1
id_1546,33,self-employed,single,tertiary,no,1817,no,no,telephone,10,aug,254,1,102,2,failure,1
id_28325,39,management,single,tertiary,no,513,yes,no,cellular,19,nov,499,2,,0,unknown,0
id_16423,36,self-employed,married,secondary,no,112,no,no,unknown,6,jun,341,1,,0,unknown,0
id_24055,40,services,married,secondary,no,734,yes,no,unknown,14,may,748,2,,0,unknown,0
id_4613,42,admin.,married,secondary,no,3125,yes,no,cellular,12,may,206,2,,0,unknown,0
id_9894,27,technician,single,tertiary,no,821,no,no,telephone,3,feb,386,3,,0,unknown,0
id_29220,39,blue-collar,married,primary,no,-440,yes,no,cellular,5,may,338,1,,0,unknown,0
id_5263,31,services,married,secondary,no,52,yes,no,telephone,21,jul,326,9,,0,unknown,0
id_23715,46,admin.,single,secondary,no,2520,no,no,unknown,19,jun,77,1,,0,unknown,0
id_23632,49,unemployed,divorced,tertiary,no,782,no,no,cellular,8,nov,161,1,871,2,failure,0
id_26978,35,blue-collar,divorced,secondary,no,-174,yes,no,unknown,9,may,165,1,,0,unknown,0
id_24497,23,admin.,single,secondary,no,116,yes,no,cellular,18,may,137,1,,0,unknown,0
id_5178,26,technician,single,secondary,no,2088,no,no,unknown,8,may,164,1,,0,unknown,0
id_27289,39,management,single,tertiary,no,124,no,yes,cellular,24,mar,81,1,49,3,other,0
id_15563,49,services,married,secondary,no,259,no,no,telephone,9,jul,169,2,,0,unknown,0
id_1147,49,entrepreneur,married,primary,no,4711,no,no,unknown,19,jun,259,1,,0,unknown,0
id_42507,38,blue-collar,married,primary,no,94,yes,yes,cellular,17,apr,153,3,,0,unknown,0
id_10298,32,blue-collar,married,primary,no,949,yes,no,cellular,13,may,193,1,,0,unknown,0
id_10668,57,blue-collar,married,secondary,no,5440,no,yes,cellular,5,aug,272,2,,0,unknown,0
id_2009,33,admin.,single,secondary,no,-269,no,yes,cellular,7,jul,96,1,,0,unknown,0
id_36357,40,management,married,unknown,no,1250,no,no,cellular,2,feb,342,1,,0,unknown,0
id_9647,51,unemployed,divorced,secondary,no,1662,no,no,cellular,15,sep,100,1,105,3,success,1
id_10043,43,housemaid,single,secondary,no,5288,no,no,unknown,6,jun,266,2,,0,unknown,0
id_24005,36,technician,married,secondary,no,301,no,no,cellular,29,aug,136,5,,0,unknown,0
id_26701,24,technician,single,tertiary,no,,no,no,cellular,25,nov,300,2,97,7,success,1
id_3714,34,technician,married,secondary,no,163,yes,yes,cellular,28,jul,66,3,,0,unknown,0
id_2499,57,management,divorced,tertiary,no,-236,no,yes,cellular,16,jul,81,2,,0,unknown,0
id_44492,52,housemaid,single,secondary,no,799,no,no,telephone,28,jan,64,1,,0,unknown,0
id_11079,30,housemaid,married,secondary,no,1290,yes,no,cellular,8,jul,406,2,,0,unknown,0
id_1702,30,services,married,secondary,no,519,yes,no,unknown,12,may,128,7,,0,unknown,0
id_35888,33,technician,single,tertiary,no,660,yes,no,cellular,4,feb,164,1,,0,unknown,0
id_7648,31,admin.,single,tertiary,no,269,no,no,cellular,2,feb,135,1,,0,unknown,0
id_6366,45,blue-collar,married,secondary,no,-185,yes,yes,cellular,14,may,0,10,,0,unknown,0
id_13594,39,blue-collar,married,secondary,no,3,yes,no,cellular,11,may,,1,,0,unknown,0
id_6503,59,admin.,married,secondary,no,366,no,no,telephone,16,nov,117,2,,0,unknown,0
id_12547,37,services,married,tertiary,no,1357,no,no,unknown,17,jun,570,2,,0,unknown,0
id_36197,59,technician,married,primary,no,3,no,,unknown,5,may,115,1,,0,unknown,0
id_28648,42,blue-collar,single,primary,no,785,yes,no,unknown,30,may,569,2,,0,unknown,0
id_6527,28,management,,tertiary,no,94,no,no,cellular,2,jun,119,1,92,5,success,0
id_20680,27,technician,married,secondary,no,639,yes,no,unknown,26,may,645,1,,0,unknown,0
id_20996,38,management,married,tertiary,no,-300,yes,no,cellular,14,may,100,3,,0,unknown,0
id_33009,44,admin.,married,secondary,no,71,no,no,cellular,5,feb,321,2,,0,unknown,0
id_8915,40,blue-collar,married,secondary,no,3549,yes,no,cellular,15,may,1,5,,0,unknown,0
id_37265,34,blue-collar,married,secondary,no,1053,no,no,unknown,18,nov,130,2,,0,unknown,0
id_21073,53,admin.,married,secondary,no,1643,yes,no,cellular,19,nov,189,3,,0,unknown,0
id_8245,47,admin.,married,secondary,no,943,no,no,cellular,5,feb,72,2,8,1,other,0
id_21529,32,unemployed,single,secondary,no,501,yes,no,unknown,2,jun,163,2,,0,unknown,0
id_4173,56,entrepreneur,married,secondary,no,2428,no,yes,unknown,20,may,460,7,,0,unknown,0
id_21685,40,management,married,secondary,no,3199,yes,yes,unknown,19,may,175,3,,0,unknown,0
id_31380,32,blue-collar,married,primary,no,2953,yes,no,telephone,6,may,105,2,,0,unknown,0
id_4401,36,technician,married,secondary,no,113,no,no,cellular,22,may,542,2,,0,unknown,1
id_42249,57,housemaid,married,tertiary,no,2321,no,no,cellular,17,apr,371,1,,0,unknown,1
id_37257,43,admin.,single,tertiary,no,3464,yes,no,unknown,23,may,359,9,,0,unknown,0
id_430,57,management,married,tertiary,no,758,no,no,cellular,14,aug,127,2,,0,unknown,0
id_33597,34,admin.,single,primary,no,-261,yes,no,unknown,28,may,182,2,,0,unknown,0
id_22967,43,technician,married,secondary,no,1,no,yes,cellular,19,aug,424,2,,0,unknown,0
id_222,28,management,single,tertiary,no,,no,no,cellular,7,sep,217,1,94,3,success,1
id_24601,42,blue-collar,married,secondary,no,-191,no,yes,cellular,29,jul,813,3,,0,unknown,1
id_9651,32,self-employed,single,tertiary,no,2591,no,no,unknown,27,may,659,7,,0,unknown,0
id_14498,52,management,married,primary,no,744,no,no,unknown,16,jun,213,1,,0,unknown,0
id_1417,,self-employed,single,tertiary,no,228,no,yes,cellular,8,jul,182,1,,0,unknown,0
id_24506,36,blue-collar,married,primary,no,,yes,no,cellular,19,nov,204,5,,0,unknown,0
id_8067,44,self-employed,married,tertiary,no,6378,no,no,cellular,27,aug,110,5,,0,unknown,0
id_14270,36,admin.,married,secondary,no,-317,no,no,cellular,30,apr,116,1,21,1,failure,0
id_13529,29,unknown,single,unknown,no,330,no,no,cellular,11,oct,460,1,231,1,success,1
id_37560,57,admin.,divorced,secondary,no,163,no,no,unknown,20,jun,76,4,,0,unknown,0
id_2630,45,blue-collar,married,primary,no,94,yes,no,unknown,6,may,235,1,,0,unknown,0
id_5015,34,admin.,single,secondary,no,-417,yes,no,unknown,23,may,162,1,,0,unknown,0
id_43331,49,management,married,tertiary,no,1652,yes,no,cellular,5,may,235,2,,0,unknown,0
id_26414,41,admin.,single,secondary,no,466,yes,no,unknown,20,jun,27,2,,0,unknown,0
id_31320,54,services,married,primary,no,3018,yes,yes,cellular,3,feb,153,1,,0,unknown,0
id_38784,37,management,married,tertiary,no,100,yes,yes,cellular,27,aug,175,9,,0,unknown,0
id_41617,55,retired,married,unknown,no,1,no,no,cellular,20,aug,47,5,,0,unknown,0
id_41592,33,technician,single,secondary,no,5040,no,no,cellular,20,nov,191,6,,0,unknown,0
id_12304,53,technician,single,tertiary,no,12538,no,no,cellular,18,nov,256,1,,0,unknown,0
id_18313,28,management,single,tertiary,no,1843,no,no,cellular,28,dec,1465,1,143,10,other,0
id_35405,37,unemployed,married,secondary,no,281,yes,no,unknown,26,may,245,2,,0,unknown,0
id_11717,27,self-employed,single,tertiary,no,655,no,yes,cellular,17,mar,149,2,,0,unknown,0
id_24599,53,unemployed,divorced,tertiary,no,1,no,no,unknown,19,jun,287,1,,0,unknown,0
id_38857,27,blue-collar,single,secondary,no,1704,no,no,cellular,17,dec,414,2,,0,unknown,1
id_20796,52,management,married,tertiary,no,774,yes,yes,cellular,21,jul,198,2,,0,unknown,0
id_18492,29,technician,married,secondary,no,1179,yes,no,cellular,17,apr,356,3,323,3,failure,0
id_25325,48,entrepreneur,married,secondary,no,22,no,no,unknown,17,jun,150,6,,0,unknown,0
id_9255,61,technician,married,secondary,no,1,yes,no,unknown,6,jun,290,3,,0,unknown,0
id_2226,82,unknown,divorced,unknown,no,4,no,no,telephone,9,sep,258,5,,0,unknown,0
id_29496,32,blue-collar,married,secondary,no,2135,yes,no,cellular,15,may,1451,1,,0,unknown,0
id_31916,52,housemaid,married,secondary,no,1,no,no,cellular,2,feb,287,1,206,2,failure,0
id_43942,36,management,single,tertiary,no,167,yes,yes,cellular,7,aug,256,3,,0,unknown,0
id_19691,44,blue-collar,married,unknown,no,33,no,yes,cellular,23,jul,492,2,,0,unknown,0
id_36953,40,management,divorced,tertiary,no,931,no,no,cellular,4,aug,78,1,,0,unknown,0
id_1034,31,admin.,married,tertiary,no,75,yes,yes,cellular,13,oct,60,1,,0,unknown,0
id_11221,50,entrepreneur,married,tertiary,no,760,no,no,cellular,21,nov,143,4,,0,unknown,0
id_41481,32,admin.,single,tertiary,no,4132,no,no,cellular,2,mar,98,1,182,1,failure,0
id_10657,42,blue-collar,married,secondary,no,1439,yes,no,cellular,14,may,95,1,,0,unknown,0
id_2989,56,retired,divorced,tertiary,no,295,yes,no,cellular,29,jan,77,1,,0,unknown,0
id_14797,39,blue-collar,married,secondary,no,52,yes,no,telephone,20,apr,379,1,,0,unknown,0
id_22271,35,admin.,divorced,secondary,no,486,yes,no,cellular,2,feb,249,1,,0,unknown,0
id_42332,50,management,divorced,tertiary,no,152,no,no,cellular,12,aug,135,2,,0,unknown,0
id_31773,35,management,divorced,tertiary,no,783,yes,no,unknown,7,may,281,3,,0,unknown,0
id_32219,35,blue-collar,married,unknown,no,25,yes,no,cellular,14,may,540,1,,0,unknown,0
id_37580,31,blue-collar,married,secondary,no,280,no,yes,unknown,6,may,218,,,0,unknown,0
id_2438,38,blue-collar,married,primary,no,69,no,no,unknown,8,may,804,1,,0,unknown,1
id_29300,37,self-employed,married,primary,no,2072,yes,no,cellular,13,may,382,1,173,24,other,0
id_44378,42,unemployed,single,primary,no,2246,yes,no,cellular,9,feb,246,5,,0,unknown,0
id_8604,59,management,divorced,tertiary,no,110,no,no,cellular,12,aug,250,4,,0,unknown,0
id_15963,40,admin.,married,secondary,no,752,yes,no,cellular,25,may,519,1,97,1,success,0
id_8474,27,admin.,single,secondary,no,770,no,no,cellular,29,jan,596,2,,0,unknown,0
id_20751,40,management,married,tertiary,no,1144,yes,no,cellular,5,feb,146,1,8,2,other,0
id_5096,48,admin.,married,primary,no,29,yes,no,cellular,6,may,56,1,356,1,failure,0
id_20087,46,admin.,single,secondary,no,6,yes,no,cellular,20,nov,546,1,,0,unknown,0
id_22646,33,blue-collar,married,secondary,no,-214,yes,no,cellular,29,jan,126,2,184,5,failure,0
id_15445,35,management,married,tertiary,no,266,yes,no,cellular,13,nov,199,2,91,2,success,1
id_30900,28,student,single,unknown,no,143,no,no,cellular,5,feb,97,3,175,1,failure,0
id_34218,31,technician,divorced,secondary,no,853,yes,no,cellular,15,may,139,3,,0,unknown,0
id_5756,29,management,married,tertiary,no,3334,no,no,cellular,7,aug,107,6,,0,unknown,0
id_39691,28,blue-collar,married,primary,no,-234,yes,no,cellular,22,jul,179,1,,0,unknown,0
id_28994,35,management,married,tertiary,no,0,no,no,cellular,21,aug,98,2,,0,unknown,0
id_39641,46,services,married,secondary,no,2847,yes,no,cellular,6,aug,124,3,,0,unknown,0
id_15820,32,unemployed,married,secondary,no,2397,yes,yes,cellular,5,feb,448,3,,0,unknown,0
id_37389,54,technician,married,secondary,no,-5,no,no,cellular,18,aug,413,4,,0,unknown,0
id_2242,38,services,married,secondary,no,2,yes,no,cellular,6,may,225,3,280,3,failure,0
id_1002,37,services,married,secondary,no,400,yes,no,unknown,21,may,35,2,,0,unknown,0
id_25789,32,management,single,tertiary,no,1,no,no,cellular,26,may,108,1,,0,unknown,0
id_7223,54,blue-collar,single,primary,no,-117,yes,no,cellular,13,may,246,1,,0,unknown,0
id_21541,32,technician,single,secondary,no,197,yes,yes,cellular,15,may,1030,1,,0,unknown,1
id_24760,26,services,single,secondary,no,154,no,no,cellular,13,apr,61,3,,0,unknown,0
id_20765,37,blue-collar,married,secondary,no,1795,yes,yes,cellular,17,nov,154,1,181,2,failure,0
id_23988,36,housemaid,married,primary,no,192,no,no,cellular,30,apr,557,1,,0,unknown,1
id_32150,34,services,divorced,secondary,no,1194,yes,no,cellular,30,jan,153,1,,0,unknown,0
id_1155,37,unemployed,married,secondary,no,,yes,no,unknown,20,may,349,1,,0,unknown,0
id_25489,51,management,married,tertiary,no,5798,yes,no,cellular,17,apr,66,1,,0,unknown,0
id_16432,26,blue-collar,single,secondary,no,2699,no,no,cellular,3,feb,347,4,,0,unknown,0
id_7440,37,management,married,tertiary,no,3172,no,no,cellular,22,aug,28,30,,0,unknown,0
id_2076,51,management,married,tertiary,no,8205,yes,no,telephone,25,oct,311,3,508,1,other,0
id_35414,49,blue-collar,divorced,primary,no,-3,yes,no,cellular,29,jul,465,2,,0,unknown,0
id_4755,47,blue-collar,married,secondary,no,3696,yes,no,cellular,19,nov,637,3,170,2,failure,0
id_37680,44,services,married,tertiary,no,519,yes,no,cellular,17,apr,177,1,,0,unknown,0
id_25563,38,technician,single,secondary,no,122,yes,no,unknown,2,jun,153,1,,0,unknown,0
id_5241,26,admin.,single,secondary,no,851,no,no,cellular,20,jul,175,5,95,1,other,0
id_11070,74,retired,married,secondary,no,3771,no,no,telephone,16,apr,159,1,,0,unknown,0
id_5781,29,management,married,tertiary,no,29229,no,no,cellular,25,aug,34,9,,0,unknown,0
id_17535,39,technician,married,tertiary,no,-766,yes,yes,unknown,23,may,139,1,,0,unknown,0
id_33121,58,services,divorced,secondary,no,-756,yes,no,unknown,28,may,118,1,,0,unknown,0
id_25593,32,technician,single,tertiary,no,454,no,no,cellular,4,feb,83,3,,0,unknown,0
id_21520,,admin.,single,tertiary,no,3672,yes,no,cellular,15,may,164,2,351,5,failure,0
id_37500,54,retired,married,primary,no,5803,no,no,unknown,17,jun,102,1,,0,unknown,0
id_40766,51,services,married,secondary,no,1,no,no,cellular,21,aug,197,4,,0,unknown,0
id_18675,23,services,single,unknown,no,-497,yes,yes,unknown,18,jun,160,3,,0,unknown,0
id_36583,,services,married,primary,no,2467,no,yes,unknown,19,jun,198,2,,0,unknown,0
id_3000,46,admin.,married,secondary,no,383,yes,no,unknown,14,may,334,1,,0,unknown,0
id_24512,49,management,married,secondary,no,-4,yes,yes,cellular,7,may,39,1,,0,unknown,0
id_36847,36,unemployed,divorced,secondary,no,-5,yes,no,unknown,30,may,272,4,,0,unknown,0
id_14461,25,student,single,secondary,no,120,no,no,cellular,3,feb,228,3,,0,unknown,0
id_38093,53,retired,married,secondary,no,-2,no,no,cellular,4,aug,1111,1,,0,unknown,1
id_16080,50,admin.,married,tertiary,no,3,yes,yes,cellular,8,mar,115,2,,0,unknown,1
id_41829,25,admin.,single,secondary,no,1392,yes,no,unknown,27,may,301,1,,0,unknown,0
id_36648,60,retired,married,unknown,no,4,no,no,cellular,25,aug,224,4,,0,unknown,0
id_18041,37,admin.,married,secondary,no,67,yes,yes,unknown,6,may,216,2,,0,unknown,0
id_18903,54,retired,married,tertiary,no,360,yes,no,cellular,30,apr,893,1,,0,unknown,0
id_16944,45,management,married,tertiary,no,503,yes,yes,cellular,5,feb,51,1,,0,unknown,0
id_16058,33,management,married,tertiary,no,4948,no,no,cellular,11,aug,460,1,,0,unknown,0
id_40709,44,blue-collar,married,primary,no,7980,no,no,cellular,8,aug,249,5,,0,unknown,0
id_42832,35,management,married,secondary,no,335,no,no,cellular,26,aug,98,4,,0,unknown,0
id_35803,41,self-employed,married,tertiary,no,1122,yes,no,unknown,16,may,18,4,,0,unknown,0
id_38216,45,housemaid,divorced,secondary,no,-617,no,yes,cellular,14,jul,567,3,,0,unknown,0
id_36864,58,retired,married,primary,no,1518,yes,no,cellular,15,apr,236,2,,0,unknown,0
